"","State","Year","Chamber","CI","EI","Renewables","NatGas","FarmWages","MiningWages","Population","IncomePC","ManuUnion","CI_Lag1","EI_Lag1"
"WI-2003","WI","2003",10.6005,61.7,7.54,1.06330092661213,1.21289498199696,0.00600757169821513,0.00127214499048679,5479,32084,1.168,62.2,7.88
"WI-2004","WI","2004",10.6005,62.5,7.39,1.05742607523331,1.20391528935443,0.00626007336808564,0.0013404966261128,5514,33319,1.18,61.7,7.54
"WI-2005","WI","2005",10.621,62.2,7.43,1.07407541628407,1.21212099558029,0.00575992189333174,0.00134765356967814,5546,34218,1.189,62.5,7.39
"WI-2006","WI","2006",10.621,60.8,6.96,1.07541564135018,1.20161469945109,0.00542469547387682,0.00134939881748361,5578,36047,1.165,62.2,7.43
"WI-2007","WI","2007",9.926,60.5,7.05,1.0746613196118,1.2123125924719,0.00697198504136747,0.00125891241160328,5611,37522,1.146,60.8,6.96
"WI-2008","WI","2008",9.926,60.5,7.11,1.08443924745424,1.21904170408746,0.00673749568404076,0.00118917064347865,5641,38857,1.188,60.5,7.05
"WI-2009","WI","2009",9.1745,59.4,6.82,1.0871431543986,1.22252832454431,0.00670208661136523,0.00111231019509882,5669,38138,1.174,60.5,7.11
"WI-2010","WI","2010",9.2025,58.6,6.78,1.10292608611323,1.2081172047984,0.00578773871956986,0.00112814909597957,5691,39048,1.149,59.4,6.82
"WI-2011","WI","2011",10.6325,58.8,6.59,1.1037044453344,1.22207037333689,0.00517334926416892,0.00118367322179792,5706,41069,1.152,58.6,6.78
"WI-2012","WI","2012",10.6225,56.3,6.27,1.10252054236563,1.23604663805914,0.00647890056336695,0.00139334104482132,5721,42641,1.134,58.8,6.59
"WI-2013","WI","2013",10.636,58.6,6.59,1.10299698713847,1.24768962125663,0.0063788400426097,0.00148589880661083,5738,42688,1.153,56.3,6.27
"WI-2014","WI","2014",10.633,58.4,6.65,1.10356247416416,1.25373822401874,0.00669889048778799,0.00176616349506808,5753,44159,1.169,58.6,6.59
"WI-2015","WI","2015",10.6635,57.9,6.27,1.11053717128713,1.26296974438451,0.00538016143797914,0.00162373035512527,5763,45932,1.122,58.4,6.65
"WI-2016","WI","2016",10.6505,56.6,6.17,1.11124459047568,1.2782750393218,0.00630312146632474,0.00136792962101079,5775,46598,1.11,57.9,6.27
"WI-2017","WI","2017",10.676,57.5,6.23,1.10941776732484,1.27778737716303,0.00595497208212336,0.00163749960267357,5793,48313,1.118,56.6,6.17
"WI-2018","WI","2018",10.643,56.7,6.34,1.10729487883357,1.29813180768425,0.00598180953552794,0.00177615419660999,5809,50522,1.103,57.5,6.23
"WI-2019","WI","2019",10.6615,54.9,6.08,1.10985362018781,1.3208103407949,0.00578804584883629,0.00152357214164155,5825,52364,1.099,56.7,6.34
"WI-2020","WI","2020",10.666,54.4,5.83,1.10719401037854,1.33483569647619,0.00496228591799884,NA,5896,55431,1.128,54.9,6.08
"WV-1998","WV","1998",9.8465,84.8,12.27,1.02207168635416,1.2067534214313,0.00123301862208367,0.0603633922005274,1816,20451,1.258,NA,NA
"WV-1999","WV","1999",9.7995,85.64,11.61,1.02064222421395,1.20584377478524,0.0012502775597778,0.053305659816024,1812,21017,1.289,84.8,12.27
"WV-2000","WV","2000",9.796,85.1,11.95,1.02361784839583,1.21428658656553,0.00110258698054862,0.0498952298203439,1807,22275,1.348,85.64,11.61
"WV-2001","WV","2001",9.803,84.52,11.82,1.02075057845744,1.2059910539214,0.00128288406870358,0.0549783653113592,1801,23731,1.298,85.1,11.95
"WV-2002","WV","2002",9.803,85.1,12.02,1.02147479210151,1.20586152630513,0.00153788615644242,0.0536011167130012,1805,24506,1.221,84.52,11.82
"WV-2003","WV","2003",9.837,85.7,11.27,1.02983512500492,1.19017240507325,0.00161499912536499,0.051296958769129,1812,24804,1.278,85.1,12.02
"WV-2004","WV","2004",9.8365,85.5,11.45,1.02825750596381,1.17603344360542,0.00145529065586351,0.0560805441747233,1816,25628,1.211,85.7,11.27
"WV-2005","WV","2005",9.8505,85.3,11.22,1.03899583883384,1.16957260875405,0.00109452414616471,0.0618330353006818,1820,26836,1.213,85.5,11.45
"WV-2006","WV","2006",9.8515,85,11.37,1.03798976733175,1.16613749654746,0.00112685703130366,0.0664685728319862,1828,28528,1.213,85.3,11.22
"WV-2007","WV","2007",9.844,85.4,11.77,1.03402394957877,1.15769929072986,0.00121998538814062,0.0692532380140964,1834,29544,1.238,85,11.37
"WV-2008","WV","2008",9.8395,84.7,11.33,1.04326939180398,1.15409994460405,0.00105557482469758,0.0787180370768225,1840,31494,1.179,85.4,11.77
"WV-2009","WV","2009",9.83,81.7,10.35,1.07211467624758,1.16808576350716,0.00102189687533693,0.0782489809961336,1848,31653,1.206,84.7,11.33
"WV-2010","WV","2010",NA,82,10.86,1.06950509994237,1.16209604103913,0.000956054835976154,0.0786772725192621,1854,32642,1.259,81.7,10.35
"WV-2011","WV","2011",9.8205,81.5,10.49,1.07256409769902,1.16932119730355,0.000792474081483253,0.0906976843440663,1857,34490,1.247,82,10.86
"WV-2012","WV","2012",9.8145,80.6,10.39,1.07037168374228,1.19186340242532,0.00121499504459087,0.0880970267511238,1857,35233,1.19,81.5,10.49
"WV-2013","WV","2013",9.8935,79.9,10.64,1.08134184137588,1.20361764952672,0.00123667376820088,0.083913451018614,1855,35092,1.2,80.6,10.39
"WV-2014","WV","2014",9.9245,80.1,11.07,1.07323415740815,1.23086648911845,0.0012840411829853,0.0792446192121033,1851,36242,1.221,79.9,10.64
"WV-2015","WV","2015",10.7265,79.5,10.87,1.05858723435284,1.24878024643775,0.00103770864573603,0.0651155401644229,1843,37067,1.201,80.1,11.07
"WV-2016","WV","2016",10.715,79.6,10.87,1.0629058468216,1.24761795913649,0.00120034212812577,0.0490088445907888,1832,37074,1.159,79.5,10.87
"WV-2017","WV","2017",10.7135,78.9,10.53,1.06637924962356,1.2648657915686,0.00103768055261424,0.0547975252920479,1819,38840,1.129,79.6,10.87
"WV-2018","WV","2018",10.735,77.3,11.34,1.06455908385945,1.26680436571872,0.000906251979375957,0.0547122414955647,1806,41000,1.15,78.9,10.53
"WV-2019","WV","2019",10.721,76.3,11.4,1.05998164849626,1.28958431429365,0.00072627709308641,0.0543726501787681,1795,42627,1.144,77.3,11.34
"WV-2020","WV","2020",10.677,74.5,11.4,1.0598207867891,1.33027626938539,0.00079696274204554,0.0424385039636592,1791,45071,1.157,76.3,11.4
"WY-1998","WY","1998",10.4615,82.3,16.48,1.03738875224278,1.27686878408726,0.0109932261635604,0.127688066793732,491,25704,1.145,NA,NA
"WY-1999","WY","1999",10.422,82.31,15.98,1.03330353782461,1.23913248024087,0.0102756647384726,0.120096459800693,492,27404,1.112,82.3,16.48
"WY-2000","WY","2000",10.423,82.13,15.59,1.0350895647641,1.24772610924493,0.0110646392394193,0.129834717297143,494,29426,1.087,82.31,15.98
"WY-2001","WY","2001",10.423,82.2,15.04,1.03344605232534,1.23728032346244,0.0105883110459096,0.133516096300878,495,31215,1.048,82.13,15.59
"WY-2002","WY","2002",10.423,82.2,14.73,1.02799915174815,1.26767134345307,0.0116623076770021,0.127062543818022,500,31810,1.031,82.2,15.04
"WY-2003","WY","2003",10.3885,82.1,15.04,1.02523335104019,1.261121169086,0.00976746658155972,0.128203133431162,503,33642,1.087,82.2,14.73
"WY-2004","WY","2004",10.382,82.7,14.22,1.03115298670578,1.24826083386775,0.00981130958057319,0.138920514624224,509,35921,1.11,82.1,15.04
"WY-2005","WY","2005",10.381,81.9,13.64,1.0422271303457,1.2470520248928,0.0103105985089473,0.149904012008938,514,38907,1.128,82.7,14.22
"WY-2006","WY","2006",10.3865,81.8,12.64,1.04094110362975,1.23621508669106,0.00861932651984285,0.167625291587185,523,43805,1.079,81.9,13.64
"WY-2007","WY","2007",10.3715,80.6,12.89,1.0362138110152,1.27878886257734,0.00901290317265692,0.166270561610056,535,45634,1.066,81.8,12.64
"WY-2008","WY","2008",10.389,80.1,12.56,1.04174939958654,1.27328146157261,0.00760606097342415,0.173868100093949,546,49451,1.078,80.6,12.89
"WY-2009","WY","2009",10.401,78.2,12.6,1.06691686959843,1.28118225660125,0.00913236131160455,0.154345523535092,560,44499,1.038,80.1,12.56
"WY-2010","WY","2010",10.3685,77.1,13.5,1.08499827987378,1.28624194962435,0.00790751632005497,0.156884496453041,565,46395,1.063,78.2,12.6
"WY-2011","WY","2011",10.4205,75,14.01,1.11095872213466,1.29041349671666,0.00758994584704598,0.169898410947106,567,50630,1.02,77.1,13.5
"WY-2012","WY","2012",10.4205,76.2,14.16,1.10082372203152,1.2881046397738,0.00947758496623798,0.169516602627933,577,53596,1.055,75,14.01
"WY-2013","WY","2013",10.4155,77.2,13.86,1.10183685297746,1.2899991083238,0.0104251724531136,0.164856540650323,583,52836,1.055,76.2,14.16
"WY-2014","WY","2014",10.4155,76.8,13.52,1.10473323548384,1.26600353380014,0.00959830730363921,0.167282841359334,583,56252,1.081,77.2,13.86
"WY-2015","WY","2015",10.4155,77.7,12.5,1.10362013600489,1.25012909978375,0.00815266694270543,0.147558194846534,586,56122,1.058,76.8,13.52
"WY-2016","WY","2016",10.435,76.5,13.17,1.11625355522297,1.26330612382809,0.00993983597263117,0.119514242166933,585,53421,1.045,77.7,12.5
"WY-2017","WY","2017",10.4235,75.7,14.2,1.11150724773655,1.29717127175494,0.010346160169705,0.127560189574566,580,56377,1.048,76.5,13.17
"WY-2018","WY","2018",10.4235,75.5,14.6,1.09878692817982,1.31592930223188,0.00984971504865148,0.132080142405653,579,59195,1.076,75.7,14.2
"WY-2019","WY","2019",10.4345,74.4,14.19,1.10467205420786,1.31576332463113,0.00680466766602362,0.13035627712455,580,61863,1.123,75.5,14.6
"WY-2020","WY","2020",10.4345,72.8,13.8,1.136716930979,1.33791208242148,0.0103681032100971,0.103707811561906,578,65558,1.046,74.4,14.19
